Sentence,Sentiment,Emotion,Hate-Speech,Sarcasm
"విశేష పూజ 2,000, కల్యాణోత్సవం 13,775 సేవా టికెట్లు, ఊంజల్‌ సేవ 4,350, ఆర్జిత బ్రహ్మోత్సవం 7,975, వసంతోత్సవం 15,400, సహస్రదీపాలంకరణ కింద 16,800 టికెట్లు విడుదల చేసింది టీటీడీ.
",pos,happy,no,no
"కోయంబత్తూరు: వర్షాకాలం ప్రారంభమైనా వరుణుడు మాత్రం కరుణించడం లేదు.
",neg,sad,no,no
"అన్నదాతలు వర్షం కోసం వెయ్యి కళ్లతో ఎదురుచూస్తున్నారు.
",neg,sad,no,no
"ఎండలకు చెరువుల్లో నీరు పూర్తిగా అడుగంటిపోయింది.
",neg,sad,no,no
"దీంతో జలజీవరాశులు మృత్యువాత పడుతున్నాయి.
",neg,sad,no,no
"తమిళనాడులో ఎండతీవ్రతకు చెరువులు నీటిమట్టం పూర్తిగా తగ్గిపోయింది.
",neg,sad,no,no
"కోయంబత్తూరు పరిధిలోని చింతామణి సరస్సులోని చేపలు వందల సంఖ్యలో మృత్యువాత పడ్డాయి.
",neg,sad,no,no
"చెరువుల్లో అట్టడుగున ఉన్న కొద్దిపాటి నీరు కలుషితం కావడంతో భారీ సంఖ్యలో చేపలు చనిపోయి.
",neg,sad,no,no
"సమావేశపు మందిరానికి వచ్చిన జగన్‌కు ప్రభుత్వ ప్రధాన కార్యదర్శి ఎల్వీ సుబ్రహ్మణ్యం ఘన స్వాగతం పలికారు.
",pos,happy,no,no
"త‌మ ఫిర్యాదుల‌పై ఈ సీ ఏనాడు స్పందించ‌లేదని, , రీపోలింగ్ నిర్వహించాలని మేము ఈసీని కోరినప్పటికి ఈసీ పట్టించుకోలేదని, ఈ విష‌య‌మై  చంద్రబాబుసిఈసి దృష్టికి తీసుకు వెళ్లినా ఒక్క దానిపై కూడా చర్య తీసుకోలే ద‌ని మండిప‌డ్డారు.
",neg,angry,yes,no
"ప్రశాంతంగా ఉండే నియోజకవర్గాలపై అలజడులు జరుగుతాయని వైసీపీ ఈసీకి ఫిర్యాదు చేయడం దుర్మార్గమైన చర్య  , ప్రశాంత్ కిషోర్‌తో కలిసి బీజేపీ, వైసీపీ బీహార్ తరహా రాజకీయాలను ఏపిలో అమలు చేశారు   అల్లర్లు, కుతంత్రాలు చేసి వైసీపీ గెలవాలని చూస్తోందని ,   గెలుస్తామన్న నమ్మకం లేక బెట్టింగులతో మైండ్ గేమ్ అడుతుందని ఆరోపించారు.
",neg,sad,no,no
"నవరత్నాలలోని ప్రతి అంశాన్ని తు,చ తప్పకుండా అమలు చేస్తానని ముఖ్యమంత్రిగా హామీ ఇస్తున్నానని జగన్ చెప్పారు.
",pos,happy,no,no
"కాగా అక్టోబర్ 2 గాంధీ జయంతి నాటికి మరో లక్షా 65 ఉద్యోగాలు కల్పిస్తామన్నారు.
",pos,happy,no,no
"చిత్తూరు జిల్లా, గంగాధర నెల్లూరు సమీపంలోని హెరిటేజ్‌ ప్లాంట్ పై దాదాపు 20 మంది దాడి చేయడం కలకలం రేపింది.
",neg,sad,no,no
"సెంటర్ ను మూసేశారని, ఆదివారం ఉదయం వచ్చి తీసుకోవాలని చెప్పగా, ఇప్పుడే పెరుగు కావాలని వాగ్వాదానికి దిగాడు.
",neg,sad,no,no
"సెక్యూరిటీ ఆఫీస్ అద్దాలను ధ్వంసం చేశారు.
",neg,sad,no,no
"ప్లాంటు లోపలికి బలవంతంగా వెళ్లి అక్కడి కార్మికులను, ఉద్యోగులను బెదిరించారు.
",neg,sad,no,no
"ఆమె కూడా చంద్రబాబుపై సంపూర్ణ మద్దతు ప్రకటించారు.
",pos,happy,no,no
"బారాబంకి : ఉత్తర్‌ ప్రదేశ్‌లోని బారాబంకిలో కల్తీ మద్యం తాగి 13 మంది మృతి చెందారు.
",neg,sad,no,no
"ఈ కేసుకు సంబంధించి నలుగురిని పోలీసులు అరెస్టు చేశారు.
",neg,sad,no,no
"వారిలో 36 మంది ట్రామా సెంటర్‌లో చికిత్స పొందుతున్నారు.
",neg,sad,no,no
"వారిలో కొంతమందికి కంటి చూపు పోయింది.
",neg,sad,no,no
"అది కల్తీ మద్యం కావడంతో పలువురు ప్రాణాలు కోల్పోయారు.
",neg,sad,no,no
"ఈ కేసులో సునీల్‌ జైస్వాల్‌, శివమ్‌ జైస్వాల్‌, పీతాంబర్‌, పప్పు జైస్వాల్‌ అనే వ్యక్తులను పోలీసులు అరెస్టు చేశారు.
",pos,happy,no,no
"పోలీసులతో జరిగిన ఎదురు కాల్పుల్లో గాయపడిన పప్పును పోలీసులు అరెస్టు చేశారు.
",pos,happy,no,no
"వారిపై కేసు నమోదు చేసి దర్యాప్తు చేపట్టారు.
",pos,happy,no,no
"బెంగాల్: పశ్చిమబెంగాల్ లో బీజేపీ-టీఎంసి పార్టీల మధ్య రాజకీయం వాడీవేడిగా మారింది.
",neg,angry,yes,no
