Sentence,Sentiment,Emotion,Hate-Speech,Sarcasm
"ఈ విషయంపై స్పందించిన దిల్ రాజు ఐటీ దాడులు కామన్‌ అంటూ లైట్‌ తీసుకోమ‌న్నారు.
",pos,no,no,no
"పెద్ద సినిమాల రిలీజ్‌ సమయంలో ఇలాంటి దాడులు జరుగుతాయని అదేం పెద్ద విషయం కాదన్నారు.
",pos,no,no,no
"తమ పొరుగు న ఉన్న పేదలకు తమ వంతు గా సాయం చేస్తే జీవితానికి సార్ధకత లభిస్తుందని ముస్లిం పీపుల్స్ ఫ్రంట్ రాష్ట్ర అధ్యక్షుడు, కర్నూలు ఎమ్మెల్యే అభ్యర్థి అబ్దుల్ సత్తార్ అన్నారు.
",pos,no,no,no
"పవిత్ర రంజాన్ మాసంలో చేసే ప్రతి దానధర్మాలకు 70రెట్లు అధికంగా పుణ్యం లభిస్తుందని తెలిపారు.
",pos,no,no,no
"20వేలు విలువ చేసే బియ్యం, బ్యాళ్ళు, చక్కెర, గోధుమ పిండి, వంటనూనె లను 50మంది పేదలకు ఉచితంగా పంపిణీ చేశారు.
",pos,happy,no,no
"గత5ఏళ్లుగా పేదల కు రంజాన్ కిట్లు పంపిణీ చేస్తున్నట్లు ఆయనతెలిపారు.
",pos,no,no,no
"రంజాన్ ఉపవాసం పేదవారి ఆకలి విలువ ను తెలియజేసి, దైవభీతి ని పెంపొందిస్తుందన్నారు.
",pos,no,no,no
"రమజాన్ ఉపవాసం అంటే కేవలం కడుపు మాడ్చుకోవడం కాదని, చెడు అలవాట్లకు దూరంగా ఉండడమే నన్నారు.
",pos,no,no,no
"దాదాపు 16 సంవత్సరాల క్రితం అలిపిరిలో చంద్రబాబుపై హత్యాయత్నం జరిగిన తరువాత ఆయన భద్రత నిమిత్తం నేషనల్‌ సెక్యూరిటీ గార్డ్స్‌ను కేంద్రం నియమించిన సంగతి తెలిసిందే.
",pos,no,no,no
"అప్పటి నుంచి స్టేట్ పోలీసులు చంద్రబాబుకు జడ్‌ ప్లస్‌ సెక్యూరిటీని అందిస్తూ వచ్చారు.
",pos,no,no,no
"అధికారంలో ఉన్నా, లేకున్నా ఇప్పటి వరకూ ఇదే భద్రత కొనసాగింది.
",pos,no,no,no
"కానీ, ఇటీవల అధికారం మారగానే, ఏ విధమైన సమీక్షలు లేకుండా, పోలీసు అధికారులు తామే స్వయంగా భద్రత తగ్గింపు నిర్ణయాలు తీసుకుంటున్నారన్న విమర్శు వస్తున్నాయి.
",neg,sad,no,no
"దీంతో టీడీపీ నేతలు పోలీసుల అధికారుల చర్యలపై విమర్శలు గుప్పిస్తున్నారు.
",neg,sad,no,no
"ఆంధ్రప్రదేశ్‌ ముఖ్యమంత్రి వైఎస్‌ జగన్‌మోహన్‌రెడ్డి ఓఎస్డీగా కృష్ణమోహన్‌ రెడ్డి నియమితులయ్యారు.
",pos,no,no,no
"మరోవైపు వైఎస్‌ జగన్‌ను ముఖ్యమంత్రిగా అపాయింట్‌ చేస్తూ గవర్నర్‌ నరసింహన్‌ నోటీఫికేషన్‌ జారీ చేశారు.
",pos,no,no,no
"గవర్నర్‌ నోటిఫికేషన్‌ ఆధారంగా ప్రభుత్వం జీవో జారీ చేసింది.
",pos,no,no,no
"భ‌క్తుల‌తో భ‌వ‌దీయుడు కార్య‌క్ర‌మానికి భ‌క్తుల నుండి ఫిర్యాదుల‌ను త‌క్ష‌ణం ప‌రిష్క‌రించాల‌ని ఆదేశించారు.
",pos,no,no,no
"వివిధ ప్రాంతాల్లో గల టిటిడి క‌ల్యాణ‌మండ‌పాల నిర్వ‌హ‌ణ‌ను చ‌క్క‌గా చేప‌ట్టాల‌ని, మ‌రింత ప‌రిశుభ్రంగా ఉంచాల‌ని సూచించారు.
",pos,no,no,no
"మే 27 నుండి జూన్ 2వ తేదీ వరకు 7, 8, 9 తరగతుల విద్యార్థులకు తిరుప‌తిలో శుభప్రదం శిక్షణ తరగతులను నిర్వ‌హించేందుకు ప‌టిష్ట ఏర్పాట్లు చేప‌ట్టాల‌న్నారు.
",pos,no,no,no
"టిటిడి ఉద్యోగులకు, వారి కుటుంబ సభ్యులకు, పెన్షనర్లకు జూన్‌ 1, 2వ తేదీల్లో తిరుపతిలోని కేంద్రీయ వైద్యశాలలో ఉచిత మెగా వైద్య శిబిరం నిర్వహించేందుకు ఏర్పాట్లు చేప‌ట్టాల‌న్నారు.
",pos,no,no,no
"ఈ స‌మావేశంలో టిటిడి చీఫ్ ఇంజినీర్   చంద్ర‌శేఖ‌ర్‌రెడ్డి, డెప్యూటీ ఈవో(జ‌న‌ర‌ల్‌) శ్రీ‌మ‌తి గౌత‌మి, ఎస్ఇలు  ర‌మేష్‌రెడ్డి, రాములు,  వేంక‌టేశ్వ‌ర్లు, డిఎఫ్‌వో  ఫ‌ణికుమార్ నాయుడు, డిఈవో   రామ‌చంద్ర‌, ట్రాన్స్ పోర్టు జిఎం  శేషారెడ్డి ఇత‌ర అధికారులు పాల్గొన్నారు.
",pos,no,no,no
